age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
58,4,10,2,3,0,4,1,0,0,65,
46,4,14,2,3,0,4,1,0,2392,50,
35,3,10,2,9,0,4,1,0,0,40,
51,4,10,0,3,4,4,0,0,0,50,
37,3,8,4,7,3,4,0,0,0,40,
64,3,14,2,9,0,1,1,0,2057,60,
41,3,9,4,2,1,4,1,0,0,54,
18,3,7,4,5,3,4,1,594,0,30,
44,5,7,2,4,0,4,1,0,0,88,
41,6,13,2,9,5,0,0,0,0,48,
33,6,10,5,9,1,4,1,10520,0,40,
37,3,5,5,8,4,4,0,0,0,16,
34,3,10,4,0,3,4,0,0,0,40,
24,0,13,4,12,3,4,0,0,0,40,
20,3,10,4,5,3,4,1,0,0,40,
38,3,13,2,3,0,4,1,0,0,40,
28,3,11,4,7,1,4,0,0,0,40,
20,5,9,4,13,3,4,1,0,0,45,
22,0,13,4,12,3,4,1,0,0,8,
55,3,13,0,0,4,4,0,0,0,73,
20,3,10,4,9,1,4,1,0,0,35,
26,3,13,4,9,1,4,0,0,0,40,
20,4,9,4,4,3,4,1,0,0,70,
40,3,5,0,7,1,4,0,0,0,40,
33,3,9,2,11,0,4,1,0,0,50,
54,8,10,0,14,3,4,1,0,0,50,
24,3,9,4,11,1,4,0,0,0,40,
25,3,10,4,3,3,4,1,0,0,46,
18,3,7,4,7,3,4,1,0,0,8,
49,5,9,2,2,0,4,1,0,0,60,
17,3,8,4,5,3,4,1,0,0,17,
34,5,11,2,2,0,4,1,0,0,45,
37,3,13,2,9,0,4,1,0,0,45,
49,0,10,2,3,0,4,1,0,0,40,
74,3,9,6,0,1,4,0,15831,0,40,
37,3,9,0,4,1,4,1,0,0,40,
20,3,7,2,5,0,4,1,0,1573,40,
40,3,9,2,3,5,4,0,0,0,35,
34,3,13,4,11,1,4,1,27828,0,40,
30,3,15,2,9,0,2,1,0,1740,40,
44,3,9,5,0,1,4,0,0,0,40,
40,3,6,2,7,5,2,0,0,0,32,
58,3,9,2,11,5,4,0,0,0,40,
44,3,9,2,2,0,4,1,0,0,40,
42,3,10,2,11,0,4,1,0,0,25,
39,3,9,4,7,1,4,1,0,0,18,
19,3,9,4,7,3,2,1,0,0,40,
41,3,14,2,3,0,4,1,15024,0,70,
29,6,14,4,9,1,4,1,0,0,40,
34,0,10,4,2,2,4,1,0,0,40,
38,8,10,2,14,0,4,1,0,0,15,
27,3,1,2,4,2,4,1,41310,0,24,
54,3,10,0,2,4,4,0,0,0,48,
40,3,9,6,6,4,2,0,0,0,37,
19,3,10,4,11,2,4,0,0,0,25,
17,3,7,4,7,3,4,1,594,0,10,
33,3,10,2,11,0,4,1,0,0,52,
80,3,4,6,7,1,4,0,0,0,24,
24,5,9,4,2,3,4,1,0,0,50,
28,3,13,4,9,3,4,1,0,0,40,
55,3,9,2,3,5,4,0,0,0,30,
21,3,10,4,3,3,4,1,0,0,40,
51,3,9,0,0,1,4,0,0,0,38,
19,3,9,4,6,3,2,0,0,0,40,
42,3,9,4,7,1,4,0,0,0,24,
60,5,9,2,3,0,4,1,0,0,48,
20,8,10,4,14,3,2,0,0,0,40,
51,3,9,0,0,1,4,0,0,0,40,
21,3,10,4,7,3,4,0,0,0,40,
37,6,10,2,2,0,4,1,0,0,40,
26,3,9,4,6,1,4,1,0,0,52,
42,0,14,4,3,1,4,0,14084,0,60,
40,3,10,2,5,0,4,1,0,0,40,
55,3,14,2,9,0,4,1,0,0,40,
33,3,9,4,7,1,2,1,0,0,32,
62,3,9,2,13,0,4,1,0,1977,60,
47,3,6,0,11,4,4,0,0,0,30,
26,3,8,4,11,2,2,1,0,0,51,
59,3,9,3,0,4,4,0,0,0,20,
70,1,10,6,0,1,4,0,0,0,17,
26,3,10,4,0,1,4,0,0,0,20,
47,3,6,2,11,0,4,1,0,0,65,
25,3,14,4,3,1,4,0,0,0,43,
52,4,15,2,9,0,4,1,15024,0,60,
46,3,9,2,2,0,4,1,0,0,40,
67,3,6,2,13,0,0,1,0,0,20,
34,3,14,2,3,0,4,1,0,0,50,
53,6,10,0,0,2,4,0,4650,0,40,
22,3,13,4,0,1,4,0,0,0,35,
39,1,9,0,0,3,4,1,0,0,42,
54,5,9,2,2,0,4,1,0,0,35,
24,3,13,2,11,0,4,1,0,0,40,
37,3,9,5,9,4,4,0,0,0,38,
38,3,6,4,9,1,4,1,0,2559,90,
41,1,14,4,9,1,2,0,0,0,40,
36,3,9,2,13,0,4,1,0,0,33,
43,3,11,2,3,0,4,1,15024,0,40,
39,3,13,0,9,1,4,1,0,0,40,
26,3,13,4,11,3,4,1,0,0,45,
49,1,14,4,9,1,4,0,4650,0,40,
37,5,13,2,9,0,4,1,0,0,55,
43,3,10,2,3,0,4,1,0,0,50,
54,0,9,2,9,0,4,1,0,0,40,
53,4,3,2,11,0,4,1,0,0,40,
57,1,14,2,9,0,4,1,0,0,60,
28,3,13,2,9,0,4,1,0,0,40,
29,3,13,2,7,0,4,1,0,0,40,
21,3,9,4,11,3,4,1,0,0,40,
51,3,9,2,2,0,4,1,0,0,40,
46,6,9,2,13,0,4,1,0,0,40,
50,4,15,2,9,0,4,1,0,0,75,
50,5,9,6,3,4,1,0,0,0,48,
36,3,9,0,3,4,4,0,0,0,40,
31,1,13,2,9,0,4,1,0,0,40,
20,3,9,4,0,3,4,0,0,0,10,
36,3,9,2,5,0,4,1,0,0,40,
38,3,9,0,2,3,4,1,0,0,40,
37,3,13,2,2,0,4,1,0,0,45,
39,3,14,2,9,0,4,1,7688,0,40,
18,3,6,4,4,3,4,1,0,0,36,
33,3,9,0,11,1,4,1,0,0,50,
35,3,9,4,12,1,4,0,1151,0,40,
23,3,10,4,5,3,0,1,0,0,40,
37,3,13,5,7,4,1,0,0,0,36,
25,3,9,2,7,0,4,1,0,0,30,
51,0,12,2,12,0,2,1,0,0,40,
35,3,9,2,2,0,4,1,0,0,40,
54,3,7,2,6,0,4,1,0,0,40,
66,8,9,2,14,0,4,1,0,0,30,
32,3,9,4,7,4,2,0,0,0,13,
37,5,13,4,10,1,4,1,0,0,55,
29,3,13,2,11,0,4,1,0,0,40,
45,3,13,2,5,0,4,1,0,0,37,
61,4,10,2,11,0,4,1,0,0,40,
40,3,10,0,0,4,4,0,0,0,40,
24,3,9,4,13,1,4,0,0,0,49,
49,3,4,2,6,0,3,1,0,0,38,
51,5,14,0,3,4,4,1,25236,0,50,
34,3,9,2,13,0,4,1,0,0,40,
28,8,9,5,14,4,4,0,0,0,40,
20,3,10,4,11,3,4,1,0,0,40,
30,3,10,0,0,4,2,0,0,0,37,
49,4,14,0,9,4,4,1,99999,0,80,
26,3,10,4,11,1,4,1,0,0,40,
63,3,6,2,0,0,4,1,0,0,45,
36,3,12,4,13,1,4,1,0,0,55,
63,5,13,2,9,0,4,1,0,0,40,
22,3,9,4,0,1,4,0,0,0,10,
40,3,9,2,11,0,4,1,0,0,40,
31,3,4,6,0,1,4,0,0,0,35,
49,3,10,2,2,0,4,1,0,0,50,
35,3,14,4,9,1,4,1,13550,0,55,
23,6,13,4,9,3,4,0,0,0,20,
25,3,11,4,11,1,4,1,27828,0,40,
34,8,9,2,14,0,4,1,0,0,40,
28,3,13,2,2,0,4,1,0,0,45,
44,5,10,0,6,1,4,1,0,2205,35,
33,3,9,5,13,1,4,1,0,0,40,
21,3,10,4,0,1,4,1,2597,0,45,
55,3,7,2,7,0,2,1,0,1672,40,
17,8,7,4,14,3,4,0,0,0,8,
75,5,9,0,11,1,4,1,2346,0,15,
61,3,5,4,6,4,2,0,0,0,40,
53,3,9,0,0,1,4,0,0,0,40,
26,1,12,2,10,0,4,1,0,0,45,
48,3,10,6,11,4,4,1,0,0,50,
28,6,14,2,3,0,4,1,0,0,50,
30,8,13,4,14,1,1,0,0,0,50,
29,3,9,2,5,0,4,1,0,0,45,
25,3,10,0,12,3,4,0,0,0,40,
37,3,9,2,13,0,4,1,0,0,40,
43,1,13,0,9,4,4,0,0,0,55,
40,1,9,2,13,0,4,1,0,0,40,
34,3,6,2,2,0,4,1,0,0,45,
55,3,16,2,9,0,4,1,15024,0,30,
31,1,12,4,12,1,4,1,0,0,20,
21,8,10,4,14,3,4,0,0,0,40,
32,5,9,2,4,0,4,1,0,0,40,
26,6,15,4,9,1,1,1,2463,0,50,
26,3,13,2,9,0,4,1,0,0,50,
44,3,10,2,13,0,4,1,0,0,40,
49,3,9,2,13,0,4,1,0,0,52,
21,8,9,4,14,3,2,0,0,1504,30,
26,3,9,4,0,4,2,0,0,0,30,
40,5,9,2,4,0,4,1,0,0,60,
19,5,7,4,0,1,4,0,0,0,40,
58,3,9,2,4,0,4,1,0,0,40,
61,3,11,2,12,0,4,1,0,0,40,
28,5,10,2,11,3,1,1,0,0,63,
26,3,13,4,4,3,4,1,0,0,40,
64,3,9,4,0,1,4,0,0,0,25,
42,4,13,2,3,0,4,1,0,0,60,
41,3,10,2,12,0,4,1,0,0,40,
45,3,9,4,5,1,4,1,0,0,40,
39,3,13,2,11,0,4,1,0,0,50,
41,1,9,2,7,0,4,1,0,0,40,
51,3,7,5,7,1,2,0,0,0,40,
34,3,11,0,0,4,4,0,0,0,40,
33,3,14,2,3,0,4,1,0,1902,45,
23,3,10,5,7,1,4,1,0,2559,40,
35,5,10,2,2,0,0,1,0,0,60,
41,3,7,0,8,4,4,0,0,0,25,
39,3,14,4,2,1,4,0,0,0,50,
41,3,10,2,11,0,4,1,0,0,55,
33,4,10,2,3,0,4,1,0,0,40,
22,3,9,4,7,2,4,1,0,0,40,
25,3,10,4,3,2,4,0,0,1504,45,
25,3,10,0,6,3,4,0,0,0,40,
77,5,4,3,0,1,4,1,0,0,20,
33,8,11,4,14,3,4,0,0,0,40,
66,3,9,6,11,1,4,0,0,0,40,
19,3,10,4,11,3,4,1,0,0,35,
44,3,9,4,7,4,2,0,0,0,38,
45,4,14,0,11,4,4,0,25236,0,42,
28,3,10,4,11,1,4,1,0,0,50,
19,3,9,4,5,2,4,1,2597,0,40,
43,3,9,2,6,0,2,1,4386,0,40,
39,3,13,2,12,0,4,1,15024,0,40,
33,3,13,2,11,0,4,1,0,0,50,
44,3,9,3,7,1,2,0,0,0,40,
62,3,4,6,6,1,4,0,0,0,40,
40,3,10,2,11,0,4,1,0,0,50,
41,3,9,4,7,1,4,1,0,0,6,
23,1,10,4,7,1,2,1,0,0,30,
48,3,9,2,2,0,4,1,0,0,40,
38,3,14,2,9,0,4,1,0,0,45,
37,3,14,2,3,0,4,1,0,0,50,
45,3,14,2,9,0,4,1,0,0,55,
29,3,9,2,10,0,4,1,0,0,40,
66,1,9,6,0,4,4,0,0,0,25,
19,3,9,4,7,1,4,0,0,0,50,
23,3,5,4,5,2,4,1,0,0,39,
34,3,13,2,12,0,4,1,0,0,40,
39,3,14,4,3,1,4,0,0,0,45,
33,5,9,4,13,1,4,1,0,0,60,
43,3,10,5,11,4,4,0,0,0,10,
27,3,9,2,13,0,4,1,0,0,99,
33,6,10,5,0,3,2,1,0,0,35,
26,3,3,2,4,0,4,1,0,0,30,
56,4,14,0,3,1,4,1,27828,0,60,
46,3,9,2,11,0,4,1,0,0,36,
38,3,12,0,2,4,4,0,0,0,40,
90,3,7,2,2,0,4,1,0,0,40,
72,4,10,2,3,0,4,1,0,0,25,
20,3,9,4,0,4,1,0,0,0,15,
29,3,9,2,2,0,0,1,0,0,48,
49,3,7,2,13,0,4,1,0,0,75,
23,3,9,4,7,4,4,0,0,0,35,
20,3,10,3,11,3,2,0,0,0,18,
57,3,13,2,3,0,1,1,4508,0,40,
46,3,12,0,9,4,4,0,0,0,40,
33,3,13,2,9,0,4,1,0,0,40,
24,3,13,4,11,1,4,1,0,0,55,
49,3,11,2,2,0,4,1,0,0,45,
54,3,9,2,13,0,4,1,0,0,65,
46,0,16,4,9,1,4,0,0,1564,50,
31,5,11,2,2,0,4,1,0,0,50,
43,4,15,2,9,0,4,1,0,1977,40,
18,8,10,4,14,3,4,0,0,0,6,
19,3,9,4,6,3,4,1,0,0,40,
46,3,12,4,0,1,4,1,0,0,40,
43,3,13,0,9,1,4,1,0,0,40,
58,3,9,6,2,4,4,1,0,0,40,
43,5,9,2,11,0,4,1,0,0,45,
37,8,10,5,14,4,4,1,0,0,40,
21,0,8,4,0,3,2,1,0,0,25,
52,6,14,4,0,1,4,1,0,0,70,
34,3,11,2,2,0,4,1,0,0,32,
28,3,11,4,5,3,4,0,0,0,40,
34,3,9,0,13,1,4,1,0,0,40,
29,3,9,2,6,0,4,1,0,0,40,
39,3,9,2,4,0,4,1,0,0,65,
49,3,7,0,6,4,2,0,0,0,35,
35,3,10,2,2,0,2,1,0,0,50,
31,3,10,0,7,3,4,0,0,0,20,
18,3,10,4,5,3,4,1,0,0,30,
47,1,9,2,7,0,4,1,4386,0,40,
46,3,9,2,11,0,4,1,5013,0,50,
43,3,13,2,11,0,4,1,0,0,40,
51,0,9,2,2,0,4,1,4386,0,40,
21,3,10,4,0,1,4,0,0,0,40,
18,8,10,4,14,3,4,1,0,0,40,
31,6,13,2,9,5,4,0,0,1902,35,
39,1,9,2,10,0,4,1,0,1887,40,
58,3,7,2,0,0,4,1,0,0,48,
36,3,14,4,9,1,4,0,0,0,40,
38,3,9,2,6,5,4,0,0,0,40,
31,3,13,2,3,5,4,0,0,1902,35,
19,3,7,4,5,1,4,1,0,0,40,
38,3,11,0,12,1,4,0,0,0,36,
26,3,11,4,9,3,3,0,0,0,60,
38,3,12,0,0,1,4,0,0,0,16,
36,3,10,2,2,0,4,1,0,0,45,
40,3,9,2,3,0,4,1,0,0,45,
25,3,13,4,12,1,2,1,0,0,40,
41,3,13,2,12,5,4,0,0,0,25,
33,3,9,4,11,1,4,1,0,0,45,
63,8,9,2,14,0,4,1,0,0,16,
51,3,9,2,6,0,4,1,0,0,40,
34,3,9,2,11,0,4,1,0,0,40,
33,3,11,0,11,1,4,1,0,0,40,
25,3,6,2,2,0,4,1,0,0,45,
30,5,9,4,11,4,4,1,0,0,66,
19,3,10,4,0,3,4,1,0,0,25,
47,3,9,2,3,5,4,0,0,0,40,
26,3,13,4,0,1,4,0,0,0,40,
21,6,10,4,7,3,4,0,0,0,14,
36,3,9,2,7,0,4,1,0,0,60,
60,3,6,2,6,0,4,1,0,0,40,
28,3,9,4,9,4,2,1,0,0,40,
19,3,9,4,0,3,4,0,0,0,14,
42,3,13,2,9,0,4,1,0,0,90,
36,3,9,5,6,1,2,0,0,0,36,
35,3,9,2,7,5,4,0,0,0,38,
22,3,10,4,0,3,4,0,0,0,25,
54,3,9,2,2,0,4,1,0,0,40,
36,3,13,2,9,0,4,1,0,0,45,
55,3,9,2,13,0,4,1,0,0,65,
57,3,14,2,0,0,4,1,0,0,40,
56,3,4,2,13,0,4,1,0,0,36,
24,3,9,2,3,0,4,1,0,0,50,
35,1,13,2,9,0,4,1,0,0,40,
51,4,7,0,11,1,4,1,0,0,40,
34,3,9,0,3,3,4,1,0,0,44,
36,3,12,0,0,4,4,0,0,0,42,
51,1,5,5,7,2,4,0,0,0,40,
46,4,16,2,9,0,4,1,0,0,60,
42,3,9,0,3,1,2,0,5455,0,50,
25,6,13,4,9,1,4,0,0,0,40,
22,3,9,4,5,2,4,1,0,0,50,
37,3,9,2,2,0,4,1,0,0,40,
48,3,13,0,11,4,4,1,0,0,40,
61,3,13,2,9,0,4,1,15024,0,50,
40,3,8,2,13,0,2,1,0,0,40,
58,4,9,2,3,5,4,0,0,0,20,
52,3,9,3,4,2,4,1,0,0,20,
18,3,7,4,7,3,2,1,0,0,20,
27,3,6,2,6,0,4,1,0,0,40,
48,5,10,2,9,0,4,1,5013,0,45,
63,3,5,2,2,0,4,1,0,0,16,
38,5,9,2,2,0,4,1,0,0,60,
31,3,10,2,0,0,4,1,0,2051,40,
40,5,10,2,9,0,4,1,0,0,60,
41,3,9,0,3,1,4,1,0,0,40,
28,3,13,4,9,1,4,0,2174,0,40,
31,3,15,0,9,1,4,1,14084,0,50,
32,3,11,2,2,0,4,1,0,0,55,
30,3,9,4,5,4,2,1,0,0,72,
39,1,9,0,2,1,4,1,0,1876,40,
28,3,13,2,11,0,4,1,0,0,50,
31,3,9,4,5,2,2,0,0,0,35,
21,8,10,4,14,3,4,1,0,0,20,
33,8,9,5,14,4,4,0,0,0,40,
44,6,14,2,9,0,4,1,0,0,40,
22,3,10,4,4,3,4,1,0,0,25,
42,3,9,2,7,0,4,1,0,0,40,
36,3,12,2,2,0,4,1,0,0,35,
39,3,14,4,3,1,4,1,0,1974,40,
61,3,10,2,3,0,4,1,0,1672,40,
31,3,9,0,13,3,4,1,0,0,40,
21,3,10,4,7,1,4,0,0,0,25,
39,5,10,2,4,0,4,1,2829,0,90,
34,5,9,2,4,0,4,1,0,0,80,
21,3,10,4,7,3,4,1,0,0,15,
75,5,13,6,9,4,4,1,0,0,48,
21,3,10,4,7,3,4,1,0,0,24,
81,3,10,2,11,0,4,1,0,0,15,
54,4,9,0,7,1,4,1,0,0,40,
34,3,13,2,9,0,4,1,0,0,65,
54,5,15,2,9,0,1,1,99999,0,50,
41,3,9,2,7,0,0,1,0,0,45,
61,8,13,0,14,1,4,0,0,0,40,
63,3,9,2,7,0,4,1,2580,0,20,
24,3,10,4,6,1,4,1,0,0,40,
20,3,9,2,0,5,4,0,0,0,40,
44,1,13,0,9,3,4,0,0,0,60,
47,5,13,2,11,0,4,1,0,0,40,
31,3,10,2,2,0,4,1,0,0,40,
41,3,4,0,2,1,4,1,0,1590,40,
53,5,9,2,2,0,4,1,0,0,60,
63,3,9,2,0,5,4,0,3471,0,40,
44,3,14,2,9,0,4,1,0,0,45,
37,3,9,2,2,0,4,1,0,0,46,
28,3,10,2,2,0,4,1,0,0,50,
71,8,10,2,14,0,4,1,0,0,10,
57,3,9,0,0,1,4,0,0,0,40,
22,3,10,4,4,3,4,1,0,0,10,
33,1,13,2,0,0,4,1,0,1848,45,
30,3,10,0,0,3,4,0,0,0,55,
20,3,9,4,2,3,4,1,0,0,40,
28,3,13,4,0,1,4,0,0,0,45,
54,3,7,0,8,4,2,0,0,0,10,
20,3,9,4,5,3,4,1,0,0,35,
34,3,9,2,3,0,4,1,0,0,40,
21,3,10,4,0,3,4,1,0,0,40,
29,6,10,4,7,4,4,0,0,0,40,
51,3,10,0,3,4,4,0,0,0,40,
39,3,9,0,6,1,2,0,0,0,70,
19,3,10,4,0,2,2,0,0,0,38,
22,1,9,4,4,3,4,1,0,0,40,
59,6,10,0,0,1,4,0,0,0,38,
18,3,7,4,11,3,4,1,0,0,13,
22,3,9,4,7,1,4,1,0,0,20,
42,1,10,2,2,0,4,1,0,0,40,
39,3,12,4,2,1,4,1,0,0,40,
31,3,13,2,11,0,4,1,0,0,40,
28,3,7,5,2,4,4,0,0,0,40,
22,3,13,4,3,3,4,0,0,0,7,
67,3,14,4,7,1,4,0,0,0,40,
17,3,7,4,11,3,4,0,0,0,25,
47,0,12,2,0,0,4,1,0,0,40,
23,3,13,4,0,1,4,0,0,0,5,
20,3,9,2,7,5,4,0,0,0,40,
22,3,9,4,11,4,4,0,0,0,40,
47,6,4,2,13,0,4,1,0,0,40,
49,3,10,2,11,5,4,0,0,0,40,
64,8,10,2,14,0,4,1,0,0,20,
35,6,10,0,3,1,2,0,0,0,40,
52,0,10,0,3,1,4,0,0,0,40,
29,3,9,4,11,1,4,0,0,0,40,
73,4,6,6,11,4,4,0,0,0,40,
38,5,9,2,9,0,4,1,0,0,50,
59,5,9,2,3,0,4,1,0,1902,52,
35,3,10,2,2,0,4,1,4064,0,35,
18,3,10,4,11,3,4,0,0,0,15,
24,3,9,2,0,5,2,0,0,0,40,
33,1,13,2,9,0,4,1,0,0,50,
40,3,10,0,3,2,2,0,0,0,55,
55,3,9,6,0,1,4,0,0,0,40,
44,3,9,0,9,1,4,1,0,0,40,
40,3,13,4,9,3,4,0,0,0,60,
22,3,9,0,5,3,4,1,0,0,40,
55,3,10,2,3,5,4,0,0,0,40,
45,3,9,5,12,1,4,0,0,0,26,
47,1,13,4,9,1,4,0,0,0,50,
56,3,9,2,2,0,4,1,0,0,40,
44,3,9,2,6,0,2,1,0,0,40,
32,6,10,4,0,1,4,1,0,0,38,
17,3,6,4,7,3,4,1,0,0,20,
44,3,10,0,3,1,4,1,0,0,50,
32,5,12,4,11,1,4,1,0,0,80,
35,3,13,2,11,0,4,1,0,0,60,
27,3,9,2,7,0,4,1,0,0,40,
32,3,9,2,9,0,4,1,0,0,50,
68,3,7,0,13,1,4,1,0,0,70,
20,3,10,4,7,3,4,0,0,0,20,
33,3,10,0,0,1,2,0,0,0,40,
24,3,5,4,5,3,4,1,0,0,12,
48,3,9,2,2,0,4,1,0,0,45,
45,3,14,0,9,4,4,0,0,0,50,
48,3,10,6,0,1,4,0,0,0,40,
28,3,14,2,9,0,4,1,0,0,45,
60,8,10,2,14,0,4,1,0,0,35,
39,1,14,0,9,4,4,0,0,0,40,
23,3,10,4,7,3,4,1,0,0,30,
23,6,8,4,3,1,4,1,0,0,40,
36,3,10,5,0,2,4,0,0,0,40,
25,3,13,2,9,5,4,0,0,0,40,
52,3,9,4,7,4,4,1,0,0,40,
35,5,9,2,2,0,4,1,0,0,40,
41,3,9,2,3,0,4,1,0,0,40,
45,3,13,2,11,5,4,0,0,0,42,
37,0,14,2,9,0,4,1,0,0,40,
58,3,11,6,9,1,4,0,0,0,40,
67,5,9,2,0,5,4,0,0,0,2,
48,3,9,2,9,5,4,0,0,0,8,
63,3,9,2,2,0,4,1,0,0,48,
24,1,10,2,10,0,4,1,0,0,72,
43,3,10,2,2,0,4,1,0,0,40,
36,3,9,0,13,3,4,1,0,0,60,
32,3,9,2,13,3,4,1,0,0,72,
36,3,10,4,2,1,1,1,0,0,40,
43,3,10,4,0,1,4,0,0,0,50,
27,3,9,4,0,1,2,0,0,0,40,
17,3,7,4,7,3,4,1,0,0,12,
45,3,13,0,11,1,4,0,0,0,46,
41,4,9,2,2,0,4,1,0,0,40,
41,5,9,2,3,0,4,1,0,0,38,
18,8,9,4,14,3,4,0,0,0,35,
48,1,12,5,0,1,2,0,0,0,40,
51,8,11,2,14,0,4,1,0,0,50,
26,3,10,4,7,3,4,0,0,0,24,
54,3,1,2,4,0,4,1,0,0,60,
22,3,10,0,11,3,4,0,0,0,48,
19,3,9,4,13,3,4,1,0,0,35,
47,3,4,0,5,2,2,1,0,0,40,
32,3,9,3,7,4,4,0,0,0,20,
46,3,13,2,3,0,4,1,15024,0,60,
30,3,13,4,12,1,4,0,0,0,40,
35,3,14,4,3,1,1,1,0,0,40,
52,3,11,2,12,0,4,1,5013,0,40,
73,5,8,2,4,0,4,1,0,0,18,
17,3,6,4,7,3,4,1,0,0,10,
32,3,13,5,9,4,4,0,0,0,32,
43,1,14,2,9,0,4,1,0,0,40,
19,8,9,4,14,3,4,1,0,0,40,
26,3,9,4,6,4,3,0,0,0,40,
41,0,14,2,3,0,4,1,0,0,40,
49,3,12,2,11,0,4,1,15024,0,60,
52,6,10,5,10,4,4,1,0,0,40,
35,3,9,5,0,4,4,0,0,0,32,
57,3,7,2,7,0,4,1,0,0,52,
35,3,11,3,9,4,4,0,0,0,44,
33,3,13,4,9,1,4,1,0,0,40,
56,3,4,0,13,4,4,1,0,0,40,
42,3,13,4,11,3,4,1,0,0,60,
17,3,10,4,0,3,4,1,0,0,20,
49,3,9,0,0,1,4,0,0,0,35,
39,3,15,2,9,0,4,1,0,0,45,
34,5,10,0,0,4,4,0,0,0,50,
37,5,10,4,9,1,2,1,0,0,40,
22,3,8,4,7,1,4,1,0,0,35,
27,3,11,2,2,0,4,1,0,0,40,
21,3,10,4,11,3,4,0,0,0,25,
59,8,10,2,14,0,4,1,0,0,40,
44,3,13,2,0,0,4,1,3103,0,40,
53,5,6,3,13,1,4,1,0,0,99,
26,3,7,4,2,1,4,1,0,0,40,
48,3,13,2,3,0,4,1,0,0,45,
39,3,13,2,3,0,4,1,0,0,70,
34,3,9,4,7,4,0,0,0,0,32,
54,6,13,2,3,0,4,1,0,0,38,
36,3,9,2,13,0,4,1,7298,0,50,
60,3,9,2,9,0,4,1,5013,0,40,
50,3,9,2,10,0,4,1,0,0,40,
48,1,13,2,9,0,4,1,0,0,45,
35,3,10,4,0,3,4,0,0,2205,40,
40,5,12,0,9,1,4,0,0,0,50,
30,3,13,2,3,0,4,1,0,0,70,
65,5,10,2,6,0,4,1,6514,0,40,
31,3,9,2,2,0,4,1,0,0,60,
46,1,12,2,0,0,4,1,0,0,40,
67,8,5,0,14,1,4,0,2050,0,40,
62,4,11,2,3,0,4,1,0,0,50,
38,3,13,4,3,4,4,0,0,0,40,
24,3,13,4,7,3,4,0,0,0,30,
24,3,10,4,11,1,1,0,0,0,50,
27,3,13,4,9,1,4,0,0,0,48,
43,6,12,3,7,4,4,0,0,0,30,
48,3,9,0,5,4,1,0,0,0,40,
41,3,9,5,2,1,2,1,0,0,40,
30,3,10,2,12,5,2,0,0,0,45,
38,3,13,2,11,0,4,1,0,0,40,
45,3,15,4,9,1,4,1,0,0,40,
45,3,13,4,9,3,4,1,0,0,40,
55,3,10,0,0,1,4,0,0,0,38,
46,5,4,2,3,0,4,1,0,0,75,
24,3,13,4,9,3,1,1,0,0,40,
31,1,10,4,0,3,0,0,0,0,25,
35,3,9,2,2,0,4,1,0,0,35,
37,1,10,5,0,1,4,0,0,0,40,
29,3,10,2,9,0,4,1,0,0,45,
56,3,13,2,3,0,4,1,0,0,50,
60,8,9,2,14,0,4,1,0,1848,40,
25,3,13,4,3,1,4,1,0,1590,60,
33,3,6,2,6,0,4,1,0,0,40,
44,3,9,4,11,1,4,0,0,0,40,
21,3,9,4,2,3,4,1,0,0,40,
21,3,9,4,0,1,4,1,0,0,40,
46,0,14,2,3,0,4,1,0,0,40,
44,4,10,2,3,0,4,1,0,0,50,
63,3,13,0,3,1,4,0,0,0,40,
44,3,9,2,0,5,4,0,0,0,30,
31,3,10,2,2,0,4,1,0,0,45,
26,3,10,2,3,0,4,1,0,0,42,
37,4,9,4,13,1,4,1,0,0,50,
60,8,10,0,14,1,4,0,0,0,40,
33,3,13,2,2,0,4,1,0,0,45,
38,3,13,2,3,0,4,1,0,0,40,
26,3,11,4,11,3,4,0,0,0,35,
46,4,11,0,3,4,1,0,0,0,63,
24,3,9,4,7,4,4,0,0,0,35,
47,1,14,2,9,0,4,1,0,0,35,
27,3,10,4,12,1,4,0,0,0,30,
46,3,10,2,2,0,4,1,0,0,40,
47,0,12,2,0,0,2,1,0,0,40,
47,3,9,0,0,4,4,1,0,0,40,
69,3,9,6,6,4,4,1,2538,0,40,
32,3,9,2,11,0,4,1,7298,0,40,
51,3,9,2,13,0,2,1,0,0,40,
36,3,9,2,11,0,4,1,0,0,40,
50,1,14,2,9,5,4,0,0,0,40,
29,3,16,2,9,0,1,1,0,0,60,
32,3,15,2,9,0,4,1,3908,0,40,
27,3,6,0,13,1,0,1,0,0,75,
60,3,4,0,0,1,4,0,0,0,35,
31,3,9,2,7,0,4,1,0,0,40,
46,3,12,2,2,0,4,1,0,0,40,
40,1,9,4,0,3,4,0,0,0,40,
39,3,10,2,2,0,2,1,0,0,52,
69,5,4,2,11,0,4,1,0,0,55,
54,4,13,2,3,0,4,1,0,0,40,
56,3,9,0,0,1,4,0,0,0,40,
47,0,10,0,0,1,4,0,0,0,40,
25,3,12,4,12,1,4,0,0,0,45,
34,5,9,2,13,0,4,1,0,0,60,
24,5,4,4,4,3,4,1,0,0,50,
63,3,10,2,2,0,4,1,10566,0,45,
29,1,14,2,9,0,4,1,0,0,50,
64,3,10,2,0,0,4,1,0,0,40,
44,3,13,4,9,1,4,1,0,0,40,
26,3,9,4,2,2,4,1,0,0,60,
36,3,6,0,7,1,4,0,0,0,40,
